target,priority_reason,reported_file,reported_line,reported_column,location_validity,source_region,example_case_uid,example_raw_artifact,example_raw_row_or_line,source_snippet,validation_status
zopfli,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/zopfli/src/zopfli/lz77.c,0,,line_zero,project_source,yapall.zopfli.O2g.000000013,/home/jimi/PaperExperiment/CompilerOptimization/Result/zopfli/yapall/LLVM14-O2-g/run_20260427_yapall_docker_smoke/log/CompilerOptimization_CompilerResult_zopfli_LLVM14-O2-g_artifacts_zopfli_O2_g_zopfli_only_bc_subset_k0_default.log,line=32; kind=invalid_load; operand=ZopfliStoreLitLenDist:ZopfliStoreLitLenDist:285:0; allocation=*null,,ok
zopfli,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/zopfli/src/zopfli/deflate.c,0,,line_zero,project_source,yapall.zopfli.O2g.000000090,/home/jimi/PaperExperiment/CompilerOptimization/Result/zopfli/yapall/LLVM14-O2-g/run_20260427_yapall_docker_smoke/log/CompilerOptimization_CompilerResult_zopfli_LLVM14-O2-g_artifacts_zopfli_O2_g_zopfli_only_bc_subset_k0_default.log,line=72; kind=invalid_load; operand=EncodeTree:7; allocation=*null,,ok
zopfli,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/zopfli/src/zopfli/blocksplitter.c,0,,line_zero,project_source,yapall.zopfli.O2g.000000259,/home/jimi/PaperExperiment/CompilerOptimization/Result/zopfli/yapall/LLVM14-O2-g/run_20260427_yapall_docker_smoke/log/CompilerOptimization_CompilerResult_zopfli_LLVM14-O2-g_artifacts_zopfli_O2_g_zopfli_only_bc_subset_k0_default.log,line=208; kind=invalid_store; operand=ZopfliBlockSplitLZ77:ZopfliBlockSplitLZ77:420:0; allocation=*null,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_decoder.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000056761,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=157995; kind=invalid_load; operand=alac_decoder_init:alac_decoder_init:24:1; allocation=*@sds_3byte_read,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000085123,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=194834; kind=invalid_load; operand=psf_binheader_readf:psf_binheader_readf:583:5; allocation=*@wav_next_chunk_iterator,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ms_adpcm.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000088709,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=199072; kind=invalid_load; operand=msadpcm_decode_block:msadpcm_decode_block:36:3; allocation=*@wav_next_chunk_iterator,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/aiff.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000150651,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=287095; kind=invalid_load; operand=aiff_open:aiff_open:711:11; allocation=*@wav_next_chunk_iterator,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sndfile.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000176731,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=323933; kind=invalid_load; operand=sf_perror:sf_perror:18:0; allocation=*null,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/programs/common.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000222046,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=384897; kind=invalid_load; operand=sfe_apply_metadata_changes:0; allocation=*@codec_close,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000373712,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=581821; kind=invalid_store; operand=alac_get_magic_cookie:2; allocation=*@.str.73.1738:true(_),,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/nms_adpcm.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000489004,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=754758; kind=invalid_store; operand=nms_adpcm_update:nms_adpcm_update:171:0; allocation=*null,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/alac.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000748866,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1141809; kind=invalid_store; operand=alac_get_desc_chunk_items:1; allocation=*@.str.73.1738:true(_),,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wav.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000762591,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1163769; kind=invalid_store; operand=wav_open:wav_open:494:2; allocation=*@wav_next_chunk_iterator,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/file_io.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000779061,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1193049; kind=invalid_store; operand=psf_copy_filename:psf_copy_filename:29:0; allocation=*@codec_close,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/rf64.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809266,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235185; kind=points_to_top; operand=rf64_write_header:rf64_write_header:208:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/caf.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809285,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235241; kind=points_to_top; operand=caf_write_header:caf_write_header:256:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wavlike.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809288,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235267; kind=points_to_top; operand=wavlike_subchunk_parse:wavlike_subchunk_parse:3:17,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sds.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809311,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235323; kind=points_to_top; operand=sds_3byte_read:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mpc2k.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809349,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235331; kind=points_to_top; operand=mpc2k_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/paf.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809350,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235332; kind=points_to_top; operand=paf24_read_s:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ircam.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809360,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235339; kind=points_to_top; operand=ircam_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wve.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809361,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235340; kind=points_to_top; operand=wve_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/htk.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809364,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235343; kind=points_to_top; operand=htk_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mat5.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809365,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235344; kind=points_to_top; operand=mat5_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/voc.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809366,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235345; kind=points_to_top; operand=voc_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/nist.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809371,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235350; kind=points_to_top; operand=nist_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/w64.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809379,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235356; kind=points_to_top; operand=w64_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/svx.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809388,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235361; kind=points_to_top; operand=svx_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/xi.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809390,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235363; kind=points_to_top; operand=xi_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mat4.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809391,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235364; kind=points_to_top; operand=mat4_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/avr.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809400,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235371; kind=points_to_top; operand=avr_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/pvf.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809414,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235384; kind=points_to_top; operand=pvf_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/au.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809417,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235387; kind=points_to_top; operand=au_write_header:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/programs/sndfile-convert.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809419,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235389; kind=points_to_top; operand=main:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ima_oki_adpcm.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809421,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235391; kind=points_to_top; operand=adpcm_encode:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/command.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809423,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235393; kind=points_to_top; operand=psf_get_signal_max:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mpeg_l3_encode.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809424,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235394; kind=points_to_top; operand=mpeg_l3_encoder_init:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/add.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809425,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235395; kind=points_to_top; operand=gsm_mult:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ima_adpcm.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809431,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235400; kind=points_to_top; operand=wavlike_ima_decode_block:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g72x.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809437,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235401; kind=points_to_top; operand=fmult:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/chunk.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809439,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235402; kind=points_to_top; operand=psf_find_read_chunk_str:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g723_24.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809443,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235403; kind=points_to_top; operand=g723_24_decoder:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/ALACBitUtilities.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809458,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235410; kind=points_to_top; operand=BitBufferByteAlign:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/dwvw.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809459,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235411; kind=points_to_top; operand=dwvw_init:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g721.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809471,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235414; kind=points_to_top; operand=g721_encoder:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/g72x.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809527,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235424; kind=points_to_top; operand=psf_g72x_decode_block:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/short_term.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809535,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235431; kind=points_to_top; operand=Decoding_of_the_coded_Log_Area_Ratios:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/chanmap.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809536,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235432; kind=points_to_top; operand=aiff_caf_find_channel_layout_tag:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g723_40.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809594,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235440; kind=points_to_top; operand=g723_40_encoder:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g723_16.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809595,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235441; kind=points_to_top; operand=g723_16_encoder:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sd2.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809599,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235445; kind=points_to_top; operand=parse_str_rsrc:1,,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/strings.c,0,,line_zero,project_source,yapall.libsndfile.O2g.000809618,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/yapall/LLVM14-O2-g/run_20260427_yapall_docker_sndfile_convert_linked/log/CompilerOptimization_CompilerResult_libsndfile_LLVM14-O2-g_artifacts_libsndfile_sndfile_convert_O2_g_bc_subset_k0_default.log,line=1235448; kind=points_to_top; operand=psf_location_string_count:1,,ok
